unique_id,treat,prop_sd_fem2014,sd_onefem2014,county,pc_male
27215,supply,0,0,Grand,1
27386,control,0,0,Grand,0
27496,control,1,1,Grand,1
16202,demand,1,1,Daggett,1
16241,control,.5,1,Daggett,1
26601,control,0,0,Emery,1
27551,demand,0,0,Grand,1
67237,control,0,0,San Juan,1
69699,supply,0,0,Sevier,1
86949,supply,0,0,Wasatch,1
26617,both,0,0,Emery,1
27579,both,1,1,Grand,0
67263,demand,0,0,San Juan,1
69702,control,0,0,Sevier,0
86996,control,0,0,Wasatch,1
69718,control,0,0,Sevier,1
69760,supply,.5,1,Sevier,1
87096,control,1,1,Wasatch,1
69940,demand,0,0,Sevier,1
87106,supply,.33333334,1,Wasatch,1
15065,demand,0,0,Carbon,1
69964,control,0,0,Sevier,0
15077,control,1,1,Carbon,0
69993,demand,1,1,Sevier,0
15096,supply,0,0,Carbon,1
67271,supply,0,0,San Juan,1
15134,supply,1,1,Carbon,1
67318,demand,0,0,San Juan,0
70081,demand,0,0,Sevier,1
15168,both,0,0,Carbon,1
67325,control,0,0,San Juan,1
26574,control,1,1,Emery,1
31125,supply,0,0,Piute,1
31295,demand,0,0,Rich,1
69385,supply,0,0,Sevier,1
69804,supply,0,0,Sevier,1
69815,supply,0,0,Sevier,1
87199,control,0,0,Wasatch,1
15293,both,0,0,Carbon,1
87229,both,1,1,Wasatch,1
69901,supply,0,0,Sevier,1
87238,demand,0,0,Wasatch,0
69929,control,0,0,Sevier,1
87240,supply,1,1,Wasatch,1
87272,demand,0,0,Wasatch,1
15303,both,0,0,Carbon,1
15342,demand,0,0,Carbon,1
26664,both,0,0,Emery,0
30846,supply,.33333334,1,Morgan,1
69407,supply,.5,1,Sevier,0
15451,control,0,0,Carbon,1
87326,both,0,0,Wasatch,0
15530,demand,1,1,Carbon,0
87374,control,.5,1,Wasatch,1
15553,control,1,1,Carbon,1
87414,both,1,1,Wasatch,1
15569,both,0,0,Carbon,1
87446,supply,0,0,Wasatch,1
15697,both,0,0,Carbon,0
87480,both,1,1,Wasatch,1
15856,supply,0,0,Carbon,1
15943,both,.5,1,Carbon,0
15989,supply,1,1,Carbon,0
26672,supply,0,0,Emery,0
30912,supply,0,0,Morgan,1
31224,supply,1,1,Piute,1
31490,control,0,0,Rich,0
16107,both,1,1,Carbon,1
87569,both,1,1,Wasatch,1
87595,control,0,0,Wasatch,1
87609,both,0,0,Wasatch,1
87621,both,.5,1,Wasatch,1
26722,demand,0,0,Emery,1
30954,control,1,1,Morgan,1
31248,control,.5,1,Piute,1
31501,demand,0,0,Rich,1
69482,supply,0,0,Sevier,1
87697,control,0,0,Wasatch,1
87744,control,0,0,Wasatch,1
87802,both,0,0,Wasatch,1
87825,supply,0,0,Wasatch,1
87841,supply,0,0,Wasatch,1
87887,demand,0,0,Wasatch,0
26733,control,0,0,Emery,1
30977,both,.5,1,Morgan,1
31538,demand,0,0,Rich,1
67356,supply,0,0,San Juan,0
26746,control,0,0,Emery,0
30983,demand,0,0,Morgan,1
67547,demand,1,1,San Juan,1
16148,demand,0,0,Carbon,1
26767,supply,0,0,Emery,1
31016,supply,0,0,Morgan,1
69513,both,0,0,Sevier,1
26779,demand,.5,1,Emery,1
67654,demand,.33333334,1,San Juan,1
69623,demand,0,0,Sevier,1
26808,both,0,0,Emery,0
67665,control,0,0,San Juan,1
69647,both,0,0,Sevier,1
30281,supply,.5,1,Millard,1
74039,supply,.5,1,Uintah,1
75064,both,.25,1,Utah,1
75119,demand,.25,1,Utah,1
75208,control,0,0,Utah,1
75212,supply,0,0,Utah,1
75283,demand,.2,1,Utah,1
75502,supply,.25,1,Utah,1
75573,both,0,0,Utah,1
75628,supply,0,0,Utah,1
75692,supply,.33333334,1,Utah,1
75848,both,.66666669,1,Utah,1
75882,control,0,0,Utah,1
75905,control,0,0,Utah,1
29826,both,.5,1,Kane,1
76063,both,.5,1,Utah,0
76085,supply,0,0,Utah,1
76139,control,.5,1,Utah,1
76141,both,.5,1,Utah,1
76156,demand,.25,1,Utah,1
25383,demand,1,1,Duchesne,1
12338,both,1,1,Cache,1
26831,both,0,0,Garfield,1
25438,both,0,0,Duchesne,0
87894,both,0,0,Washington,0
74158,both,0,0,Uintah,1
74115,both,.33333334,1,Uintah,1
67696,supply,0,0,Sanpete,0
25493,supply,0,0,Duchesne,0
10401,demand,.5,1,Box Elder,1
10472,control,.33333334,1,Box Elder,1
10527,both,0,0,Box Elder,1
10618,control,1,1,Box Elder,1
10775,control,0,0,Box Elder,1
10821,control,0,0,Box Elder,0
10832,control,0,0,Box Elder,1
10850,supply,0,0,Box Elder,1
10866,demand,0,0,Box Elder,0
10878,control,0,0,Box Elder,1
10911,supply,.66666669,1,Box Elder,1
10924,control,0,0,Box Elder,1
10948,supply,.25,1,Box Elder,1
10969,demand,0,0,Box Elder,1
10995,supply,0,0,Box Elder,1
11004,demand,0,0,Box Elder,1
11015,both,0,0,Box Elder,1
12372,demand,0,0,Cache,1
27774,both,0,0,Iron,1
74162,supply,0,0,Uintah,1
31796,demand,.33333334,1,Salt Lake,1
31823,both,0,0,Salt Lake,0
31909,control,.66666669,1,Salt Lake,0
31997,demand,0,0,Salt Lake,0
16434,both,.33333334,1,Davis,1
16452,control,0,0,Davis,1
16468,both,1,1,Davis,1
16622,supply,0,0,Davis,1
16701,both,.33333334,1,Davis,1
16729,control,.5,1,Davis,1
16755,supply,0,0,Davis,1
16803,supply,.5,1,Davis,1
16819,demand,0,0,Davis,1
16900,both,.5,1,Davis,1
16928,supply,.33333334,1,Davis,1
16959,demand,0,0,Davis,0
16992,control,0,0,Davis,1
17028,control,1,1,Davis,0
17085,both,.33333334,1,Davis,1
17125,supply,.66666669,1,Davis,0
17139,both,.5,1,Davis,1
17187,both,0,0,Davis,1
26849,supply,0,0,Garfield,1
17224,demand,0,0,Davis,1
17248,control,.33333334,1,Davis,0
17346,supply,.5,1,Davis,1
17380,both,1,1,Davis,1
17398,demand,.33333334,1,Davis,1
17461,demand,.33333334,1,Davis,1
17488,supply,.5,1,Davis,0
17564,control,0,0,Davis,1
17572,both,.5,1,Davis,1
17586,both,0,0,Davis,1
26910,demand,0,0,Garfield,1
11027,both,1,1,Box Elder,1
32011,both,0,0,Salt Lake,1
27788,supply,0,0,Iron,1
71014,demand,0,0,Summit,1
10061,both,1,1,Beaver,0
10128,supply,0,0,Beaver,1
10144,both,0,0,Beaver,1
10163,demand,0,0,Beaver,1
29842,supply,1,1,Kane,0
32133,both,1,1,Salt Lake,0
27885,supply,0,0,Iron,1
27902,both,0,0,Iron,1
27960,both,0,0,Iron,1
27973,both,0,0,Iron,1
27994,control,0,0,Iron,1
28064,demand,.5,1,Iron,1
28086,both,.5,1,Iron,0
28188,both,1,1,Iron,1
28190,both,.5,1,Iron,0
28220,supply,.33333334,1,Iron,1
28296,demand,.25,1,Iron,1
28323,supply,.33333334,1,Iron,1
28347,control,0,0,Iron,1
28352,supply,0,0,Iron,1
28415,control,1,1,Iron,1
28443,control,0,0,Iron,1
28458,demand,0,0,Iron,1
28502,control,0,0,Iron,1
28628,control,0,0,Iron,1
28637,demand,.33333334,1,Iron,1
28659,demand,.33333334,1,Iron,1
28685,supply,0,0,Iron,1
28766,demand,1,1,Iron,1
28830,control,0,0,Iron,1
28922,control,0,0,Iron,0
17720,both,0,0,Davis,0
17754,demand,0,0,Davis,1
17765,supply,.25,1,Davis,1
17783,demand,.66666669,1,Davis,1
17810,control,.33333334,1,Davis,1
17899,supply,.5,1,Davis,1
17997,demand,.33333334,1,Davis,0
18005,control,1,1,Davis,1
18108,supply,.33333334,1,Davis,0
18131,supply,0,0,Davis,1
18154,control,0,0,Davis,1
67974,supply,0,0,Sanpete,1
18165,both,.33333334,1,Davis,1
18177,both,0,0,Davis,1
18274,control,.5,1,Davis,1
18344,demand,0,0,Davis,1
18359,demand,0,0,Davis,1
18407,supply,0,0,Davis,1
18424,demand,1,1,Davis,0
18448,both,.5,1,Davis,1
18476,demand,.33333334,1,Davis,1
18566,supply,0,0,Davis,0
18606,demand,.33333334,1,Davis,1
18652,control,1,1,Davis,1
76253,both,0,0,Utah,1
76295,control,0,0,Utah,1
76346,demand,.5,1,Utah,1
76380,control,.40000001,1,Utah,0
76474,demand,0,0,Utah,1
18794,supply,.5,1,Davis,1
18815,supply,1,1,Davis,0
18889,both,0,0,Davis,1
18929,demand,0,0,Davis,0
18938,supply,.5,1,Davis,1
19073,demand,.33333334,1,Davis,1
19094,both,.5,1,Davis,1
19115,demand,.66666669,1,Davis,1
19353,demand,.25,1,Davis,0
